NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A2297215,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,01/19/2015 11:33:10 PM,01/19/2015 11:34:15 PM,01/19/2015 11:43:07 PM,01/20/2015 12:06:17 AM,NAT,Necessary Action Taken,N,2P02,038XX State Street Dr,70125,2,"(0.0, 0.0)"
A2308415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/20/2015 03:33:27 AM,,01/20/2015 03:33:27 AM,01/20/2015 04:14:46 AM,NAT,Necessary Action Taken,Y,8D04,003XX Bourbon St,70112,8,"(0.0, 0.0)"
A2312515,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,2A,37369000,3513814,01/20/2015 05:13:57 AM,01/20/2015 05:16:29 AM,01/20/2015 05:24:51 AM,01/20/2015 06:44:31 AM,NAT,Necessary Action Taken,N,2K04,022XX Cambronne St,70118,2,"(0.0, 0.0)"
A2315415,43,SIMPLE RAPE,2D,21,COMPLAINT OTHER,2A,37369000,3513814,01/20/2015 06:17:48 AM,01/20/2015 07:06:41 AM,01/20/2015 07:06:58 AM,01/20/2015 11:00:17 AM,RTF,REPORT TO FOLLOW,N,8D01,008XX Iberville St,70112,8,"(0.0, 0.0)"
A2316715,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/20/2015 07:00:31 AM,01/20/2015 07:19:32 AM,01/20/2015 07:25:39 AM,01/20/2015 07:45:09 AM,GOA,GONE ON ARRIVAL,N,6D02,015XX 6th St,70115,6,"(0.0, 0.0)"
A2343215,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/20/2015 11:37:02 AM,01/20/2015 01:01:12 PM,01/20/2015 01:26:58 PM,01/20/2015 01:37:12 PM,NAT,Necessary Action Taken,N,3R03,060XX Marigny St,70122,3,"(0.0, 0.0)"
A2348015,43,SIMPLE RAPE,2D,43,SIMPLE RAPE,2D,37369000,3513814,01/20/2015 12:20:54 PM,01/20/2015 12:21:10 PM,01/20/2015 12:46:47 PM,01/20/2015 01:30:50 PM,DUP,DUPLICATE,N,6J02,M L King Blvd & S Claiborne Ave,70113,6,"(0.0, 0.0)"
A2348315,24,MEDICAL,2B,103M,MENTAL PATIENT,1A,37369000,3513814,01/20/2015 12:22:48 PM,01/20/2015 12:29:25 PM,01/20/2015 12:38:07 PM,01/20/2015 01:01:25 PM,NAT,Necessary Action Taken,N,3N02,013XX Rapides Dr,70122,3,"(0.0, 0.0)"
A2348915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/20/2015 12:28:33 PM,01/20/2015 12:30:30 PM,01/20/2015 12:30:20 PM,01/20/2015 12:38:18 PM,NAT,Necessary Action Taken,N,8F01,006XX Frenchmen St,70116,8,"(0.0, 0.0)"
A2374715,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/20/2015 04:27:49 PM,01/20/2015 04:39:18 PM,01/20/2015 04:47:49 PM,01/20/2015 05:34:19 PM,NAT,Necessary Action Taken,N,5C04,030XX Royal St,,5,"(0.0, 0.0)"
A2378415,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,1H,37369000,3513814,01/20/2015 04:56:56 PM,01/20/2015 06:27:29 PM,,01/20/2015 06:39:41 PM,GOA,GONE ON ARRIVAL,N,8C01,001XX Decatur St,70130,8,"(0.0, 0.0)"
A2382915,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/20/2015 05:21:22 PM,01/20/2015 05:38:05 PM,01/20/2015 05:47:54 PM,01/20/2015 06:35:11 PM,NAT,Necessary Action Taken,N,6P01,034XX Chestnut St,70115,6,"(0.0, 0.0)"
A2383715,24,MEDICAL,2B,34,AGGRAVATED BATTERY,2B,37369000,3513814,01/20/2015 05:24:20 PM,,01/20/2015 05:24:20 PM,01/20/2015 05:46:31 PM,NAT,Necessary Action Taken,Y,7L03,147XX Chef Menteur Hwy,70129,7,"(0.0, 0.0)"
A2388315,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/20/2015 05:52:46 PM,01/20/2015 07:42:59 PM,01/20/2015 07:52:19 PM,01/20/2015 08:58:48 PM,RTF,REPORT TO FOLLOW,N,4D02,031XX Hudson Pl,70131,4,"(0.0, 0.0)"
A2388815,21J,MISSING JUVENILE,2A,21J,MISSING JUVENILE,2A,37369000,3513814,01/20/2015 05:59:28 PM,01/20/2015 06:09:08 PM,01/20/2015 06:21:04 PM,01/20/2015 07:38:13 PM,RTF,REPORT TO FOLLOW,N,7I07,109XX Roger Dr,70127,7,"(0.0, 0.0)"
A2397215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/20/2015 07:13:07 PM,01/20/2015 07:13:34 PM,01/20/2015 07:33:30 PM,01/20/2015 08:10:50 PM,NAT,Necessary Action Taken,N,2S01,033XX Live Oak St,70118,2,"(0.0, 0.0)"
A2408015,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/20/2015 09:03:55 PM,01/20/2015 09:05:21 PM,01/20/2015 09:14:03 PM,01/20/2015 10:37:31 PM,NAT,Necessary Action Taken,N,7C02,069XX Chef Menteur Hwy,70126,7,"(0.0, 0.0)"
A2415615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/20/2015 10:28:25 PM,01/20/2015 11:17:44 PM,01/20/2015 11:26:39 PM,01/20/2015 11:28:47 PM,UNF,UNFOUNDED,N,5E04,005XX Tricou St,70117,5,"(0.0, 0.0)"
A2416915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/20/2015 10:42:33 PM,,01/20/2015 10:42:33 PM,01/20/2015 11:08:28 PM,NAT,Necessary Action Taken,Y,3U02,046XX Chef Menteur Hwy,70126,3,"(0.0, 0.0)"
A2424115,82,PROSTITUTION,1H,82,PROSTITUTION,1H,37369000,3513814,01/21/2015 12:24:31 AM,,01/21/2015 12:24:31 AM,01/21/2015 12:47:45 AM,RTF,REPORT TO FOLLOW,Y,,007XX Conti St,70130,8,"(0.0, 0.0)"
A2427115,82,PROSTITUTION,1H,82,PROSTITUTION,1H,37369000,3513814,01/21/2015 01:03:18 AM,01/21/2015 01:49:45 AM,01/21/2015 01:03:18 AM,01/21/2015 01:50:13 AM,RTF,REPORT TO FOLLOW,Y,,007XX Iberville St,70130,8,"(0.0, 0.0)"
A2432815,21,COMPLAINT OTHER,1H,21,COMPLAINT OTHER,1H,37369000,3513814,01/21/2015 02:35:02 AM,,01/21/2015 02:35:02 AM,01/21/2015 02:57:14 AM,NAT,Necessary Action Taken,Y,3H01,047XX Canal St,70119,0,"(0.0, 0.0)"
A2434415,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,01/21/2015 03:30:49 AM,01/21/2015 04:00:12 AM,01/21/2015 04:02:28 AM,01/21/2015 04:09:28 AM,NAT,Necessary Action Taken,N,7K04,075XX Stonewood St,70128,7,"(0.0, 0.0)"
A2434915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/21/2015 03:38:08 AM,01/21/2015 03:38:58 AM,01/21/2015 03:48:36 AM,01/21/2015 04:04:02 AM,NAT,Necessary Action Taken,N,5E01,047XX N Rampart St,70117,5,"(0.0, 0.0)"
A2438015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/21/2015 04:52:05 AM,01/21/2015 04:57:35 AM,01/21/2015 05:08:13 AM,01/21/2015 05:17:50 AM,RTF,REPORT TO FOLLOW,N,2K03,014XX S Carrollton Ave,70118,2,"(0.0, 0.0)"
A2452315,103M,MENTAL PATIENT,1A,35,SIMPLE BATTERY,2A,37369000,3513814,01/21/2015 08:50:00 AM,01/21/2015 08:53:03 AM,01/21/2015 09:17:33 AM,01/21/2015 10:02:56 AM,NAT,Necessary Action Taken,N,6F02,022XX Toledano St,70115,6,"(0.0, 0.0)"
A2452715,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/21/2015 08:52:36 AM,01/21/2015 08:57:14 AM,01/21/2015 09:14:21 AM,01/21/2015 09:45:00 AM,RTF,REPORT TO FOLLOW,N,2K03,018XX Dante St,70118,2,"(0.0, 0.0)"
A2457315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/21/2015 09:28:27 AM,01/21/2015 09:31:44 AM,01/21/2015 09:28:37 AM,01/21/2015 10:11:08 AM,NAT,Necessary Action Taken,N,8D01,001XX Blk Royal St,70130,8,"(0.0, 0.0)"
A2459615,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,37369000,3513814,01/21/2015 09:58:55 AM,01/21/2015 09:59:52 AM,01/21/2015 10:07:33 AM,01/21/2015 10:26:52 AM,NAT,Necessary Action Taken,N,,015XX Orleans Ave,,0,"(0.0, 0.0)"
A2466115,42,AGGRAVATED RAPE,2A,43,SIMPLE RAPE,1A,37369000,3513814,01/21/2015 10:54:19 AM,01/21/2015 01:10:25 PM,01/21/2015 01:20:04 PM,01/21/2015 03:31:07 PM,RTF,REPORT TO FOLLOW,N,7L01,052XX Beaucaire St,70129,7,"(0.0, 0.0)"
A2470615,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,1H,37369000,3513814,01/21/2015 11:40:53 AM,,01/21/2015 11:40:53 AM,01/21/2015 12:49:16 PM,NAT,Necessary Action Taken,Y,2K03,018XX Dante St,70118,2,"(0.0, 0.0)"
A2472215,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/21/2015 11:57:20 AM,01/21/2015 11:57:55 AM,01/21/2015 12:05:21 PM,01/21/2015 01:20:19 PM,NAT,Necessary Action Taken,N,2U01,027XX S Carrollton Ave,70125,2,"(0.0, 0.0)"
A2473515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/21/2015 12:05:53 PM,01/21/2015 12:07:05 PM,01/21/2015 12:09:27 PM,01/21/2015 12:18:27 PM,NAT,Necessary Action Taken,N,5A04,N Claiborne Ave & Elysian Fields Ave,70117,5,"(0.0, 0.0)"
A2479215,42,AGGRAVATED RAPE,2A,43,SIMPLE RAPE,1A,37369000,3513814,01/21/2015 12:53:07 PM,01/21/2015 01:35:02 PM,01/21/2015 01:38:45 PM,01/22/2015 04:39:43 AM,RTF,REPORT TO FOLLOW,N,5E04,005XX Delery St,70117,5,"(0.0, 0.0)"
A2482815,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,01/21/2015 01:22:53 PM,01/21/2015 01:35:11 PM,01/21/2015 01:57:53 PM,01/21/2015 02:07:18 PM,NAT,Necessary Action Taken,N,4E03,062XX Stratford Pl,70131,4,"(0.0, 0.0)"
A2483615,24,MEDICAL,2A,911,SILENT 911 CALL,2D,37369000,3513814,01/21/2015 01:25:28 PM,01/21/2015 01:27:39 PM,01/21/2015 01:38:19 PM,01/21/2015 01:52:08 PM,NAT,Necessary Action Taken,N,3X01,030XX Elysian Fields Ave,70122,3,"(0.0, 0.0)"
A2483815,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/21/2015 01:26:17 PM,01/21/2015 06:58:49 PM,01/21/2015 07:05:35 PM,01/21/2015 07:26:43 PM,UNF,UNFOUNDED,N,6Q04,019XX Louisiana Ave,70115,6,"(0.0, 0.0)"
A2484815,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/21/2015 01:34:53 PM,01/21/2015 02:56:03 PM,01/21/2015 03:02:17 PM,01/21/2015 03:44:03 PM,NAT,Necessary Action Taken,N,1J04,012XX N Dorgenois St,70119,1,"(0.0, 0.0)"
A2495115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/21/2015 03:10:32 PM,,01/21/2015 03:10:32 PM,01/21/2015 03:28:48 PM,NAT,Necessary Action Taken,Y,5G03,026XX N Claiborne Ave,70117,5,"(0.0, 0.0)"
A2497815,43,SIMPLE RAPE,2D,43,SIMPLE RAPE,2D,37369000,3513814,01/21/2015 03:31:23 PM,01/21/2015 03:31:23 PM,,01/21/2015 03:31:40 PM,RTF,REPORT TO FOLLOW,N,7L01,052XX Beaucaire St,70129,7,"(0.0, 0.0)"
A2509015,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/21/2015 04:46:39 PM,01/21/2015 04:48:38 PM,01/21/2015 05:00:36 PM,01/21/2015 05:38:51 PM,NAT,Necessary Action Taken,N,2V03,033XX Audubon St,70125,2,"(0.0, 0.0)"
A2514815,103M,MENTAL PATIENT,1A,103,DISTURBANCE (OTHER),1A,37369000,3513814,01/21/2015 05:27:49 PM,01/21/2015 06:18:11 PM,01/21/2015 06:21:44 PM,01/21/2015 09:13:27 PM,NAT,Necessary Action Taken,N,8A03,X Canal St,70130,8,"(0.0, 0.0)"
A2528215,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/21/2015 07:06:33 PM,,,01/21/2015 07:47:09 PM,VOI,VOID,N,2L03,017XX Burdette St,70118,2,"(0.0, 0.0)"
A2534715,24,MEDICAL,2B,29S,SUICIDE,2A,37369000,3513814,01/21/2015 08:01:53 PM,01/21/2015 08:04:23 PM,01/21/2015 08:10:55 PM,01/21/2015 08:39:06 PM,NAT,Necessary Action Taken,N,8F02,010XX Touro St,70116,8,"(0.0, 0.0)"
A2536915,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/21/2015 08:17:33 PM,,,01/21/2015 08:36:56 PM,VOI,VOID,N,7I13,075XX Lady Gray St,70127,7,"(0.0, 0.0)"
A2537715,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/21/2015 08:31:15 PM,01/21/2015 08:35:47 PM,01/21/2015 08:47:42 PM,01/21/2015 10:01:56 PM,NAT,Necessary Action Taken,N,4C02,036XX Texas Dr,70114,4,"(0.0, 0.0)"
A2541515,24,MEDICAL,2B,62C,SIMPLE BURGLARY VEHICLE,1E,37369000,3513814,01/21/2015 09:04:31 PM,01/21/2015 09:07:34 PM,01/21/2015 09:11:53 PM,01/21/2015 10:07:13 PM,NAT,Necessary Action Taken,N,8J03,Cleveland Ave & Lasalle St,70112,8,"(0.0, 0.0)"
A2555115,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/21/2015 10:56:56 PM,,,01/21/2015 11:06:49 PM,VOI,VOID,N,6A01,005XX Washington Ave,70115,6,"(0.0, 0.0)"
A2557515,21J,MISSING JUVENILE,2A,21J,MISSING JUVENILE,1A,37369000,3513814,01/21/2015 11:20:42 PM,,,01/22/2015 12:34:41 AM,VOI,VOID,N,7D01,067XX Foch Rd,70126,7,"(0.0, 0.0)"
A2557715,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,01/21/2015 11:26:43 PM,01/21/2015 11:27:30 PM,01/21/2015 11:30:09 PM,01/21/2015 11:51:16 PM,NAT,Necessary Action Taken,N,8D01,Canal St & Royal St,70130,8,"(0.0, 0.0)"
A2558715,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/21/2015 11:46:17 PM,01/21/2015 11:48:01 PM,01/22/2015 12:04:29 AM,01/22/2015 01:49:33 AM,RTF,REPORT TO FOLLOW,N,1M04,033XX Bienville St,70119,1,"(0.0, 0.0)"
A2559615,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,01/22/2015 12:02:20 AM,01/22/2015 12:03:07 AM,01/22/2015 12:10:52 AM,01/22/2015 12:43:24 AM,NAT,Necessary Action Taken,N,8G01,011XX S Peters St,70130,8,"(0.0, 0.0)"
A2561215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/22/2015 12:19:54 AM,01/22/2015 12:21:12 AM,01/22/2015 12:24:18 AM,01/22/2015 01:46:38 AM,NAT,Necessary Action Taken,N,1L02,033XX Tulane Ave,70119,1,"(0.0, 0.0)"
A2561515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/22/2015 12:22:40 AM,01/22/2015 12:23:11 AM,01/22/2015 12:25:40 AM,01/22/2015 12:47:49 AM,NAT,Necessary Action Taken,N,2A04,060XX Magazine St,,2,"(0.0, 0.0)"
A2564215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/22/2015 12:57:52 AM,01/22/2015 12:59:31 AM,01/22/2015 12:59:34 AM,01/22/2015 01:25:59 AM,NAT,Necessary Action Taken,N,8I01,009XX Canal St,70112,8,"(0.0, 0.0)"
A2567615,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/22/2015 01:36:44 AM,01/22/2015 01:38:23 AM,01/22/2015 01:46:20 AM,01/22/2015 02:22:38 AM,NAT,Necessary Action Taken,N,5E01,006XX Flood St,70117,5,"(0.0, 0.0)"
A2567915,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/22/2015 01:40:38 AM,01/22/2015 01:43:22 AM,01/22/2015 01:58:13 AM,01/22/2015 02:29:31 AM,RTF,REPORT TO FOLLOW,N,6D02,012XX 8th St,70115,6,"(0.0, 0.0)"
A2568315,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/22/2015 01:48:34 AM,01/22/2015 02:47:37 AM,01/22/2015 02:50:54 AM,01/22/2015 03:44:09 AM,NAT,Necessary Action Taken,N,5E01,006XX Flood St,70117,5,"(0.0, 0.0)"
A2569815,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,01/22/2015 02:14:43 AM,01/22/2015 02:18:44 AM,01/22/2015 02:22:12 AM,01/22/2015 02:27:01 AM,NAT,Necessary Action Taken,N,3Y01,031XX Elysian Fields Ave,70122,3,"(0.0, 0.0)"
A2571015,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,1H,37369000,3513814,01/22/2015 02:38:21 AM,01/22/2015 02:38:39 AM,01/22/2015 02:38:21 AM,01/22/2015 03:36:18 AM,NAT,Necessary Action Taken,Y,2U04,034XX S Carrollton Ave,70125,2,"(0.0, 0.0)"
A2580015,24,MEDICAL,2B,103,DISTURBANCE (OTHER),1A,37369000,3513814,01/22/2015 07:04:05 AM,01/22/2015 07:11:17 AM,01/22/2015 07:16:21 AM,01/22/2015 07:17:46 AM,GOA,GONE ON ARRIVAL,N,8E04,005XX Saint Ann St,70116,8,"(0.0, 0.0)"
A2586915,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,1H,37369000,3513814,01/22/2015 08:32:16 AM,01/22/2015 08:35:48 AM,01/22/2015 08:40:19 AM,01/22/2015 10:23:44 AM,RTF,REPORT TO FOLLOW,N,4A02,010XX Verret St,70114,4,"(0.0, 0.0)"
A2593415,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/22/2015 09:37:10 AM,01/22/2015 04:41:43 PM,01/22/2015 04:50:45 PM,01/22/2015 06:21:48 PM,NAT,Necessary Action Taken,N,7O07,080XX Driftwood Dr,70126,7,"(0.0, 0.0)"
A2595415,24,MEDICAL,2B,103,DISTURBANCE (OTHER),1A,37369000,3513814,01/22/2015 09:58:39 AM,01/22/2015 10:24:45 AM,01/22/2015 10:31:41 AM,01/22/2015 10:54:48 AM,NAT,Necessary Action Taken,N,8D04,007XX Bienville St,70130,8,"(0.0, 0.0)"
A2607115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/22/2015 11:44:03 AM,,,01/22/2015 12:02:38 PM,NAT,Necessary Action Taken,N,8C03,006XX Blk Saint Louis St,70130,8,"(0.0, 0.0)"
A2609415,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/22/2015 12:06:11 PM,01/22/2015 12:07:42 PM,01/22/2015 12:13:40 PM,01/22/2015 01:12:45 PM,NAT,Necessary Action Taken,N,2V03,033XX Audubon St,70125,2,"(0.0, 0.0)"
A2612015,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/22/2015 12:32:41 PM,01/22/2015 07:14:05 PM,01/22/2015 07:19:35 PM,01/22/2015 07:22:28 PM,UNF,UNFOUNDED,N,6F05,028XX Freret St,70115,6,"(0.0, 0.0)"
A2615215,24,MEDICAL,2B,103,DISTURBANCE (OTHER),1A,37369000,3513814,01/22/2015 12:56:55 PM,,01/22/2015 12:56:55 PM,01/22/2015 01:13:15 PM,NAT,Necessary Action Taken,Y,8E03,XX French Market Pl,70116,8,"(0.0, 0.0)"
A2622815,103M,MENTAL PATIENT,1A,35,SIMPLE BATTERY,2A,37369000,3513814,01/22/2015 02:21:58 PM,01/22/2015 02:24:25 PM,01/22/2015 02:38:36 PM,01/22/2015 08:56:42 PM,RTF,REPORT TO FOLLOW,N,5A05,020XX Pauger St,70116,5,"(0.0, 0.0)"
A2626715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/22/2015 03:02:31 PM,01/22/2015 03:05:46 PM,,01/22/2015 03:19:47 PM,NAT,Necessary Action Taken,N,1G01,Gravier St & S Claiborne Ave,70112,1,"(0.0, 0.0)"
A2626915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/22/2015 03:03:48 PM,,,01/22/2015 03:11:47 PM,DUP,DUPLICATE,N,1G01,S Claiborne Ave & Gravier St,70112,1,"(0.0, 0.0)"
A2630415,18,TRAFFIC INCIDENT,1H,18,TRAFFIC INCIDENT,1H,37369000,3513814,01/22/2015 03:36:50 PM,,01/22/2015 03:36:50 PM,01/22/2015 04:00:23 PM,NAT,Necessary Action Taken,Y,,002XX N Jefferson Davis Pkwy,,0,"(0.0, 0.0)"
A2634215,21,COMPLAINT OTHER,1H,21,COMPLAINT OTHER,1H,37369000,3513814,01/22/2015 04:02:40 PM,,01/22/2015 04:02:40 PM,01/22/2015 04:49:23 PM,NAT,Necessary Action Taken,Y,,042XX D'Hemecourt St,,0,"(0.0, 0.0)"
A2638215,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/22/2015 04:32:18 PM,01/22/2015 04:37:32 PM,01/22/2015 04:46:27 PM,01/22/2015 05:56:56 PM,RTF,REPORT TO FOLLOW,N,4H02,028XX General Meyer Ave,70114,4,"(0.0, 0.0)"
A2644115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/22/2015 05:21:27 PM,01/22/2015 05:22:46 PM,01/22/2015 05:28:11 PM,01/22/2015 05:42:29 PM,NAT,Necessary Action Taken,N,3E02,062XX Colbert St,70124,3,"(0.0, 0.0)"
A2645515,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,01/22/2015 05:32:48 PM,01/22/2015 06:56:28 PM,01/22/2015 06:59:33 PM,01/22/2015 07:19:18 PM,NAT,Necessary Action Taken,N,6F02,023XX Harmony St,70115,6,"(0.0, 0.0)"
A2652915,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/22/2015 06:31:50 PM,01/22/2015 06:32:37 PM,01/22/2015 06:31:50 PM,01/22/2015 07:32:14 PM,NAT,Necessary Action Taken,Y,3I01,051XX Canal Blvd,70124,3,"(0.0, 0.0)"
A2653415,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/22/2015 06:37:02 PM,01/22/2015 06:59:29 PM,01/22/2015 07:06:42 PM,01/22/2015 07:53:34 PM,RTF,REPORT TO FOLLOW,N,5Q04,002XX Liberty Terrace Dr,70126,5,"(0.0, 0.0)"
A2673215,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,2A,37369000,3513814,01/22/2015 10:30:29 PM,01/23/2015 12:31:21 AM,,01/23/2015 12:40:36 AM,NAT,Necessary Action Taken,N,5E02,050XX Marais St,70117,5,"(0.0, 0.0)"
A2663315,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,01/22/2015 08:06:10 PM,01/22/2015 08:06:28 PM,01/22/2015 08:14:08 PM,01/22/2015 10:43:13 PM,NAT,Necessary Action Taken,N,7O01,074XX Arbor Dr,70126,7,"(0.0, 0.0)"
A2664715,24,MEDICAL,2B,106,"OBSCENITY, EXPOSING",2A,37369000,3513814,01/22/2015 08:14:06 PM,01/22/2015 08:19:17 PM,01/22/2015 08:23:46 PM,01/22/2015 08:52:15 PM,NAT,Necessary Action Taken,N,7O10,070XX Salem Dr,70127,7,"(0.0, 0.0)"
A2864215,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,01/24/2015 01:39:08 PM,01/24/2015 03:46:44 PM,01/24/2015 04:18:07 PM,01/24/2015 05:06:39 PM,RTF,REPORT TO FOLLOW,N,3Y03,026XX Elder St,70122,3,"(0.0, 0.0)"
A2665315,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/22/2015 08:23:16 PM,01/22/2015 08:24:43 PM,01/22/2015 08:27:03 PM,01/22/2015 08:58:41 PM,NAT,Necessary Action Taken,N,1M03,Iberville St & N Jeff Davis Pkwy,70119,1,"(0.0, 0.0)"
A2666415,24,MEDICAL,2B,103,DISTURBANCE (OTHER),2A,37369000,3513814,01/22/2015 08:31:02 PM,01/22/2015 08:41:02 PM,01/22/2015 08:43:43 PM,01/22/2015 09:16:16 PM,NAT,Necessary Action Taken,N,4J01,036XX General De Gaulle Dr,70114,4,"(0.0, 0.0)"
A2666515,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,01/22/2015 08:32:18 PM,01/22/2015 08:34:13 PM,01/22/2015 08:38:26 PM,01/22/2015 09:09:48 PM,NAT,Necessary Action Taken,N,6O03,036XX Tchoupitoulas St,70115,6,"(0.0, 0.0)"
A2671015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/22/2015 09:57:31 PM,,01/22/2015 10:01:24 PM,01/22/2015 10:31:29 PM,NAT,Necessary Action Taken,N,4A02,012XX Belleville St,70114,4,"(0.0, 0.0)"
A2672015,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/22/2015 10:08:16 PM,,,01/22/2015 10:10:04 PM,VOI,VOID,N,5I04,019XX Lamanche St,70117,5,"(0.0, 0.0)"
A2673615,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/22/2015 10:35:41 PM,01/23/2015 02:11:56 AM,01/23/2015 02:35:07 AM,01/23/2015 02:39:16 AM,UNF,UNFOUNDED,N,2K02,016XX Hollygrove St,70118,2,"(0.0, 0.0)"
A2674215,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/22/2015 10:51:59 PM,01/22/2015 11:12:21 PM,01/22/2015 11:24:10 PM,01/23/2015 02:16:42 AM,NAT,Necessary Action Taken,N,3U01,042XX Old Gentilly Rd,70126,3,"(0.0, 0.0)"
A2676315,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,2A,37369000,3513814,01/22/2015 11:23:38 PM,01/22/2015 11:27:49 PM,01/22/2015 11:43:26 PM,01/23/2015 01:50:17 AM,RTF,REPORT TO FOLLOW,N,7J02,047XX Perelli Dr,70127,7,"(0.0, 0.0)"
